ID,V1,V2,V3,V4,V5,V6,V7,V8
1162,6425,79,99397,Petrol,86,1300,5,69
1163,8950,69,99374,Petrol,86,1300,5,69
1164,6950,72,99245,Petrol,110,1600,5,19
1165,8750,79,98742,Petrol,110,1600,5,85
1166,8450,71,98154,Petrol,110,1600,3,69
1167,7950,77,98000,Petrol,110,1600,5,19
1168,7950,80,97548,Petrol,86,1300,5,69
1169,8900,78,97534,Petrol,110,1600,5,85
1170,8950,73,97494,Petrol,110,1600,5,85
1171,8900,73,97085,Petrol,110,1600,5,85
1172,7950,69,97000,Petrol,110,1600,4,69
1173,6495,74,96302,Petrol,86,1300,3,69
1174,7250,78,96000,Petrol,86,1300,3,69
1175,9250,74,96000,Petrol,110,1600,5,85
1176,6650,78,95909,Petrol,110,1600,5,85
1177,6990,79,95700,Petrol,110,1600,5,85
1178,7750,78,95651,Petrol,110,1600,5,85
1179,6950,79,95000,Petrol,86,1300,5,69
1180,7250,80,94447,Petrol,110,1600,3,69
1181,9950,80,94079,Petrol,110,1600,5,85
1182,9250,80,93841,Petrol,110,1600,5,85
1183,7200,79,93090,Petrol,86,1300,5,69
1184,8250,72,93066,Petrol,110,1600,5,85
1185,8950,79,93039,Petrol,110,1600,3,69
1186,8250,77,93000,Petrol,110,1600,5,85
1187,6250,80,92830,Petrol,86,1300,3,69
1189,9900,80,92255,Petrol,107,1600,5,85
1190,7300,80,92096,Petrol,86,1300,5,69
1191,8950,72,91921,Petrol,86,1300,3,69
1192,6500,70,91900,Petrol,86,1300,3,69
1193,7950,78,91399,Petrol,110,1600,5,85
1194,7450,75,91082,Petrol,110,1600,3,69
1195,7950,71,90370,Petrol,86,1300,5,69
1196,8500,78,90345,Petrol,86,1300,5,69
1197,6950,77,90305,Petrol,86,1300,3,69
1198,7950,78,90011,Petrol,86,1300,3,69
1199,6750,77,90000,Petrol,86,1300,3,69
1200,8450,70,89983,Petrol,110,1600,3,85
1201,7500,78,89953,Petrol,110,1600,5,19
1202,8750,74,89800,Diesel,72,2000,3,185
1203,8750,79,89739,Petrol,86,1300,5,69
1204,8950,76,89520,Petrol,110,1600,3,69
1205,7450,75,89507,Petrol,86,1300,3,69
1206,9200,69,89096,Petrol,110,1600,5,85
1207,8950,74,88700,Petrol,110,1600,3,69
1207,8950,74,88700,Petrol,110,1600,3,69
1208,7850,72,88500,Petrol,110,1600,5,85
1209,6950,73,88186,Diesel,72,2000,3,185
1210,7200,75,88000,Petrol,110,1600,3,69
1211,7450,78,87743,Petrol,110,1600,3,85
1212,6750,75,87613,Petrol,86,1300,3,69
1213,7500,73,87358,Petrol,110,1600,3,69
1214,7450,72,87083,Petrol,110,1600,4,69
1215,7950,70,87000,Petrol,110,1600,4,69
1216,7250,78,87000,Petrol,110,1600,4,69
1217,7950,73,87000,Petrol,86,1300,3,69
1218,8250,80,87000,Petrol,86,1300,3,69
1219,8250,72,86860,Petrol,110,1600,5,85
1220,6750,80,86109,Petrol,110,1600,3,85
1221,8750,79,86000,Petrol,86,1300,5,69
1222,8950,80,86000,Petrol,110,1600,3,19
1223,8500,70,85864,Diesel,72,2000,5,185
1224,8250,80,85565,Petrol,110,1600,5,85
1225,9450,70,85470,Petrol,107,1600,3,85
1226,7950,73,85200,Petrol,110,1600,3,69
1227,7900,70,85000,Petrol,110,1600,3,85
1228,8500,73,84988,Petrol,110,1600,3,69
1229,8250,79,84966,Petrol,110,1600,5,85
1230,8250,76,84472,Petrol,110,1600,5,85
1231,8950,73,84402,Petrol,110,1600,4,69
1232,7950,74,84123,Petrol,110,1600,3,69
1233,6950,80,84000,Petrol,110,1600,5,85
1234,7250,78,84000,Petrol,110,1600,5,19
1235,7750,77,84000,Petrol,110,1600,5,85
1236,8700,75,83850,Petrol,110,1600,3,85
1237,8950,80,83540,Petrol,110,1600,5,85
1238,6750,76,83405,Petrol,110,1600,5,85
1239,7500,71,83291,Petrol,110,1600,5,85
1240,7950,69,83133,Petrol,86,1300,3,69
1241,8950,71,83047,Petrol,86,1300,3,69
1242,7950,71,82700,Petrol,110,1600,3,69
1243,7450,78,82675,Petrol,86,1300,3,69
1244,5950,78,82595,Petrol,86,1300,3,19
1245,7750,75,82256,Petrol,110,1600,3,69
1246,6950,77,82103,Petrol,86,1300,3,69
1247,8750,80,82021,Petrol,86,1300,5,69
1248,8950,71,82000,Petrol,110,1600,5,85
1249,7495,79,81988,Petrol,110,1600,5,85
1250,7750,76,81930,Petrol,110,1600,5,85
1251,6950,70,81663,Petrol,110,1600,3,69
1252,7990,77,80486,Petrol,110,1600,5,85
1253,7250,78,80000,Petrol,110,1600,4,19
1254,6900,69,79000,Petrol,86,1300,3,69
1255,7750,74,78894,Petrol,110,1600,5,85
1256,7250,78,78689,Petrol,110,1600,4,69
1257,8950,77,78435,Petrol,86,1300,3,69
1258,8500,71,78260,Petrol,110,1600,3,69
1259,7950,72,78120,Petrol,110,1600,5,85
1260,6950,77,77000,Petrol,86,1300,3,19
1261,8000,78,77000,Petrol,110,1600,3,69
1262,7950,75,76382,Petrol,110,1600,3,85
1263,8500,76,76268,Petrol,86,1300,3,69
1264,7490,73,76151,Petrol,86,1300,3,69
1265,8250,80,76000,Petrol,110,1600,3,69
1266,9250,71,76000,Petrol,110,1600,5,85
1267,7950,72,75840,Petrol,86,1300,5,69
1268,9500,77,75799,Petrol,110,1600,3,19
1269,8950,72,75525,Petrol,110,1600,3,19
1270,8450,78,75323,Petrol,86,1300,5,69
1271,7995,79,75322,Petrol,110,1600,4,85
1272,8750,78,75226,Petrol,110,1600,4,69
1273,5950,71,75085,Petrol,86,1300,5,69
1274,8500,73,75000,Petrol,110,1600,5,85
1275,8950,69,75000,Petrol,86,1300,4,69
1276,8750,69,75000,Petrol,86,1300,4,69
1277,7600,78,74926,Petrol,110,1600,5,85
1278,7145,80,74785,Petrol,110,1600,5,85
1279,8450,69,74573,Petrol,110,1600,5,85
1280,5950,75,74567,Petrol,86,1300,3,19
1281,9000,80,74196,Petrol,110,1600,5,85
1282,7250,80,74151,Petrol,110,1600,3,69
1283,7400,75,74096,Petrol,110,1600,3,69
1284,8800,79,74093,Petrol,110,1600,5,85
1285,7750,71,74000,Petrol,110,1600,3,69
1286,7500,75,74000,Petrol,86,1300,3,69
1287,8450,78,73638,Petrol,86,1300,4,19
1288,7400,75,73460,Petrol,110,1600,5,85
1289,7500,80,73200,Petrol,110,1600,5,85
1290,8950,76,73116,Petrol,110,1600,5,85
1291,8950,70,73014,Petrol,110,1600,5,85
1292,7950,77,72703,Petrol,110,1600,3,69
1293,7950,79,72328,Petrol,110,1600,5,85
1294,7950,78,72222,Petrol,110,1600,5,85
1295,8950,71,72128,Petrol,107,1600,5,85
1296,7750,78,72090,Petrol,110,1600,5,85
1297,8250,78,72000,Petrol,110,1600,4,69
1298,7950,78,72000,Petrol,110,1600,3,85
1299,7750,77,71900,Petrol,86,1300,3,69
1300,8500,77,71825,Petrol,110,1600,5,85
1301,6950,80,71740,Petrol,110,1600,5,85
1302,7500,80,71500,Petrol,110,1600,4,69
1303,7750,79,71359,Petrol,110,1600,3,69
1304,5950,79,71263,Petrol,86,1300,3,69
1305,7500,78,71186,Petrol,110,1600,3,69
1306,8950,72,71054,Petrol,86,1300,3,69
1307,7950,76,71000,Petrol,110,1600,3,69
1308,6900,80,70939,Petrol,110,1600,5,85
1309,7450,77,70932,Petrol,110,1600,3,69
1310,8500,80,70597,Petrol,107,1600,3,85
1311,7500,73,70482,Petrol,110,1600,5,19
1312,8750,77,70124,Petrol,110,1600,3,69
1313,7500,76,70039,Petrol,110,1600,3,69
1314,9950,80,69904,Petrol,110,1600,5,85
1315,7950,75,69388,Petrol,86,1300,3,69
1316,9950,75,69320,Petrol,110,1600,5,85
1317,9250,78,69000,Petrol,110,1600,5,85
1318,9250,73,68988,Petrol,86,1300,5,69
1319,9950,79,68945,Petrol,110,1600,5,85
1320,5950,74,68285,Petrol,110,1600,3,69
1321,7995,76,68000,Petrol,110,1600,5,85
1322,8950,70,68000,Petrol,86,1300,3,69
1323,7450,75,67451,Petrol,86,1300,4,69
1324,8250,76,67266,Petrol,86,1300,5,69
1325,8500,78,67255,Petrol,110,1600,5,85
1326,8500,70,67100,Petrol,110,1600,5,85
1327,9400,69,67092,Diesel,72,2000,3,185
1328,7250,80,66880,Petrol,110,1600,3,85
1329,8950,79,66855,Petrol,110,1600,5,85
1330,9450,80,66843,Petrol,110,1600,5,85
1331,8500,74,66718,Petrol,110,1600,3,69
1332,6750,80,66168,Petrol,86,1300,3,69
1333,7400,80,65950,Petrol,110,1600,5,85
1334,8950,78,65500,Petrol,86,1300,3,69
1335,6900,80,65307,Petrol,110,1600,3,85
1336,7750,79,65254,Petrol,86,1300,3,69
1337,8950,71,65021,Diesel,72,2000,3,185
1338,6950,75,65006,Petrol,86,1300,3,69
1339,8495,77,64280,Petrol,110,1600,4,69
1340,10000,75,64000,Petrol,107,1600,3,85
1341,6999,71,64000,Petrol,110,1600,5,85
1342,8950,80,64000,Petrol,110,1600,3,85
1343,8500,79,63918,Petrol,110,1600,4,69
1344,8750,75,63634,Petrol,110,1600,4,69
1345,7499,80,63500,Petrol,110,1600,3,69
1346,9000,80,63266,Petrol,110,1600,4,69
1347,8950,77,62595,Petrol,110,1600,3,69
1348,6950,80,62581,Petrol,110,1600,5,85
1349,8500,77,62285,Petrol,110,1600,5,85
1350,8450,77,61906,Petrol,86,1300,5,85
1351,8950,74,61700,Petrol,110,1600,5,85
1352,8250,77,61648,Petrol,110,1600,5,85
1353,7950,75,61626,Petrol,86,1300,5,69
1354,7450,70,61510,Petrol,110,1600,4,69
1355,9000,79,61165,Petrol,107,1600,3,85
1356,7150,70,61000,Petrol,110,1600,4,69
1357,7750,76,60833,Petrol,110,1600,4,69
1358,5845,70,60600,Petrol,86,1300,3,85
1359,8500,72,60483,Petrol,110,1600,5,85
1360,8250,80,60476,Petrol,110,1600,5,19
1361,9450,79,60142,Petrol,110,1600,3,69
1362,6750,69,60050,Petrol,110,1600,3,69
1363,8400,77,60000,Petrol,110,1600,3,69
1364,7900,76,60000,Petrol,110,1600,3,69
1365,7950,76,59815,Petrol,110,1587,3,85
1366,8750,80,59326,Petrol,110,1600,5,85
1367,9900,73,59240,Petrol,110,1600,3,69
1368,6495,71,59164,Petrol,110,1600,4,69
1369,8250,70,59017,Petrol,107,1600,3,85
1370,6900,69,58952,Petrol,110,1600,3,69
1371,7500,74,58454,Petrol,86,1300,3,69
1372,7950,75,58341,Petrol,86,1300,4,69
1437,8450,80,23000,Petrol,86,1300,3,69
1373,8250,80,58267,Petrol,110,1600,5,85
1374,8950,80,58000,Petrol,110,1600,3,85
1375,9750,70,57829,Petrol,110,1600,3,19
1376,8250,80,57787,Petrol,86,1300,3,69
1377,8900,78,57628,Petrol,110,1600,5,85
1378,8950,75,57537,Petrol,86,1300,5,69
1379,6750,76,57263,Petrol,110,1600,3,69
1380,7950,75,57144,Petrol,110,1600,5,85
1381,8600,69,57096,Petrol,86,1300,3,69
1382,7750,80,57000,Petrol,86,1300,4,69
1383,7800,73,56566,Petrol,110,1600,3,69
1384,8750,73,56307,Petrol,110,1600,3,69
1385,9500,79,56214,Petrol,86,1300,3,69
1386,7750,74,56132,Petrol,110,1600,4,69
1387,9950,79,55425,Petrol,110,1600,5,85
1388,7750,77,54439,Petrol,86,1300,3,69
1389,5950,69,53809,Petrol,110,1600,3,69
1390,10950,76,53133,Petrol,110,1600,5,85
1391,9450,77,52900,Petrol,110,1600,4,19
1392,8250,80,52700,Petrol,110,1600,3,69
1393,9750,69,52320,Petrol,110,1600,5,85
1394,7450,78,52287,Petrol,110,1600,5,19
1395,8750,75,52000,Petrol,110,1600,5,19
1396,8750,69,52000,Petrol,110,1600,3,69
1397,8500,73,52000,Petrol,110,1600,4,85
1398,8950,70,51874,Petrol,86,1300,4,69
1399,7500,79,49827,Petrol,86,1300,5,69
1400,7250,69,49640,Petrol,110,1600,4,69
1401,7450,80,49580,Petrol,110,1600,4,69
1402,8750,76,49170,Petrol,86,1300,3,69
1403,9800,77,48838,Petrol,110,1600,3,85
1404,7500,71,48576,Petrol,86,1300,3,69
1405,8950,75,48400,Petrol,110,1600,5,85
1406,8950,74,48242,Petrol,86,1300,5,69
1407,7450,70,47955,Petrol,110,1600,5,85
1408,8950,71,47633,Petrol,110,1600,5,85
1409,10500,78,47400,Petrol,86,1300,5,69
1410,7000,73,47360,Petrol,86,1300,3,69
1411,8500,77,45507,Petrol,110,1600,3,69
1412,7750,76,45410,Petrol,86,1300,5,69
1413,8950,70,44850,Petrol,110,1600,3,69
1414,8250,69,44826,Petrol,110,1600,5,85
1415,9250,80,44444,Petrol,110,1600,3,69
1416,7900,75,43720,Petrol,110,1600,5,85
1417,8500,78,43622,Petrol,86,1300,4,69
1418,7950,76,43532,Petrol,110,1600,5,85
1419,9950,69,42800,Petrol,110,1600,3,69
1420,8750,74,42317,Petrol,107,1600,5,85
1421,7500,80,42186,Petrol,110,1600,3,69
1422,6950,72,42000,Petrol,110,1600,3,69
1423,8950,79,40093,Petrol,110,1600,5,19
1424,8750,79,39800,Petrol,107,1600,3,85
1425,7750,73,39168,Petrol,86,1300,3,69
1426,8450,75,38945,Petrol,110,1600,3,69
1427,8150,76,36537,Petrol,110,1600,4,85
1428,8500,78,36000,Petrol,86,1300,3,69
1429,7600,78,36000,Petrol,110,1600,3,69
1430,7950,80,35821,Petrol,86,1300,3,19
1431,7750,73,34717,Petrol,86,1300,3,69
1432,7950,80,34000,Petrol,86,1300,4,69
1433,9950,78,30964,Petrol,110,1600,3,85
1434,8950,71,29000,Petrol,86,1300,3,69
1435,8450,72,26000,Petrol,86,1300,3,69
1436,8950,78,24000,Petrol,86,1300,5,85
1437,8450,80,23000,Petrol,86,1300,3,69
1438,7500,69,20544,Petrol,86,1300,3,69
1439,10845,72,19000,Petrol,86,1300,3,69
1440,8500,71,17016,Petrol,86,1300,3,69
1441,7250,70,16916,Petrol,86,1300,3,69
1442,6950,76,1,Petrol,110,1600,5,19
